,beer_id,Beer name_x,Brewery,Style,ABV,Score,Brewery_Name,Brewery_City,Brewery_Country,Availability,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,Beer + Brewery,Beer name_y
102,40997,Hillbilly Ninja,Parallel 49 Brewing Company,American Pale Ale (APA),5.0,87.0,Parallel 49 Brewing Company,British Columbia,Canada,Rotating,0.124942064,0.13369356,0.07604254,0.04636904,0.16270927,0.057240374,0.03783109,0.13363145,0.12856606,0.14384612,0.07916221,0.103576094,0.19835156,0.07634667,0.15686324,0.116102435,0.20250413,0.14042787,0.20586953,0.09980665,0.13179967,0.22068535,0.07430317,0.1586019,0.09132903,0.17400819,0.1270168,0.20532449,0.06847601,0.17153446,0.14005153,0.09388985,0.21757734,0.21595466,0.15336321,0.070360765,0.18207674,0.14084892,0.102828406,0.17962575,0.07703053,0.040894944,0.1998364,0.04410378,0.19624086,0.19722542,0.12244095,0.12014532,0.09173604,0.14065093,Hillbilly Ninja - Parallel 49 Brewing Company,Hillbilly Ninja
103,80922,Sky Pilot Northwest Pale Ale,Howe Sound Inn & Brewing Company,American Pale Ale (APA),5.0,82.0,Howe Sound Inn & Brewing Company,British Columbia,Canada,Year-round,0.06570009,0.14505331,0.06794885,0.14366303,0.24534719,0.14060825,0.060202327,0.24334325,0.1117304,0.03615483,0.13888097,0.060681086,0.09302766,0.117825836,0.055285335,0.22192797,0.10774261,0.10037204,0.1742105,0.100244075,0.19926913,0.20811161,0.13732502,0.1254312,0.1376438,0.13183998,0.14072774,0.2372467,0.16208391,0.064356014,0.056775745,0.23874503,0.044887908,0.22137451,0.12017559,0.14845014,0.057491943,0.10069572,0.11037839,0.073711134,0.16713922,0.14177547,0.042434055,0.09321902,0.21937454,0.12008608,0.12544806,0.04642315,0.22158703,0.0748439,Sky Pilot Northwest Pale Ale - Howe Sound Inn & Brewing Company,Sky Pilot Northwest Pale Ale
104,67263,Peaks And Valleys,Russell Brewing Company,American Pale Ale (APA),5.7,85.0,Russell Brewing Company,British Columbia,Canada,Rotating,-0.010135296,0.37784666,0.113819145,0.13339053,0.093174964,-0.074738994,0.10712169,-0.05861633,0.28060433,-0.08725889,-0.054963578,0.27534842,0.12929988,0.12909245,-0.024853546,0.19096658,-0.12250808,0.16444187,0.33104974,0.014379468,0.098602116,-0.041311197,0.31518346,0.016734252,-0.007801663,-0.0054263864,0.05356097,0.047747955,-0.027722321,-0.011786331,0.018139603,0.3101194,0.022519328,-0.026669975,0.15688388,0.22640635,-0.06639252,0.0054689785,-0.028120877,0.08454593,-0.07182,0.012332568,0.09264492,-0.034392126,-0.103329636,-0.0040594246,0.104556255,0.006995151,0.20816074,0.16261858,Peaks And Valleys - Russell Brewing Company,Peaks And Valleys
105,22379,Critical Point,Category 12 Brewing,American Pale Ale (APA),5.6,85.0,Category 12 Brewing,British Columbia,Canada,Year-round,0.16956463,0.117641084,0.10385945,0.1638846,0.05293537,0.110984236,0.0022684792,0.18254755,0.10113998,0.18481305,0.12649061,0.069276676,0.16072242,0.19018377,0.09404627,0.20750761,0.14716968,0.14474206,0.15893789,0.13213082,0.1064744,0.15942217,0.20171459,0.19065063,0.20626588,0.15434307,0.13337469,0.15623,0.012156251,0.17005512,0.15450263,0.041172013,0.105747715,0.16570503,0.066309646,0.17690063,0.030856425,0.21530654,0.2262982,-0.0045048366,0.17100124,0.05566537,0.1493281,0.041355077,0.21051939,0.043998957,0.09996066,-0.007567716,0.21064979,0.0035720423,Critical Point - Category 12 Brewing,Critical Point
106,60310,Nat Bailey Pale Ale,Granville Island Brewery,American Pale Ale (APA),5.0,79.0,Granville Island Brewery,British Columbia,Canada,Year-round,0.17011945,0.105051264,0.09534299,0.17462611,0.21678472,-0.0022036994,0.1116023,0.12073179,0.09203758,0.093648456,0.21691184,0.11201394,0.17192283,0.11726774,0.025680574,0.15891668,0.20344502,0.15485837,0.092604384,0.09327276,0.05452345,0.087335415,0.06826371,0.17410418,0.114911854,0.15627307,0.17442727,0.08461052,0.07643062,0.05094278,0.14572193,0.04315184,0.16100742,0.1300292,0.1375635,0.21209568,0.22171612,0.13219206,0.18721704,0.15501954,0.11960254,0.073892124,0.24170926,0.041992836,0.20281374,0.09950057,0.12231945,0.1340696,0.11146459,0.23787215,Nat Bailey Pale Ale - Granville Island Brewery,Nat Bailey Pale Ale
107,93079,Twisted Trail Extra Pale Ale,Bowen Island Brewing Co. Ltd.,American Pale Ale (APA),5.0,80.0,Bowen Island Brewing Co. Ltd.,British Columbia,Canada,Year-round,0.10049739,0.21659902,0.18251859,0.052368984,0.13089746,0.16850851,0.21018827,0.08699532,0.20528875,0.009916643,0.16507198,0.13975824,0.20723607,0.16689876,0.08822762,0.18137228,0.107569866,0.20313479,0.0063650566,0.05512073,0.14743273,0.18703556,0.086320005,0.009144088,0.14371976,0.017028566,0.20073795,0.18969552,0.13060084,0.16172358,0.124127336,0.18003492,0.13352665,0.16826074,0.17777602,0.20260857,0.03676074,0.038255263,0.21429104,0.026233021,0.14995062,0.1567373,0.20009859,-0.0008504853,0.11502748,0.11415198,0.009336897,0.07262879,0.036657475,0.11155666,Twisted Trail Extra Pale Ale - Bowen Island Brewing Co. Ltd.,Twisted Trail Extra Pale Ale
108,70199,Powerhouse Pale Ale,Mt. Begbie Brewing Co.,American Pale Ale (APA),4.7,82.0,Mt. Begbie Brewing Co.,British Columbia,Canada,Year-round,0.04065081,0.085079975,0.047416974,0.16438909,0.05031588,0.11279847,0.17168818,0.22296849,0.06644816,0.21197501,0.1268338,0.0703188,0.099660955,0.22477213,0.19076402,0.10917122,0.21191005,0.2349499,0.064673126,0.04003424,0.16527149,0.19515093,0.06307636,0.18526709,0.04053032,0.1713618,0.13778585,0.13624798,0.120203145,0.047119226,0.08068502,0.10368756,0.14021221,0.19832154,0.07225986,0.09004037,0.10522878,0.12300348,0.1620057,0.11299014,0.23966809,0.052280314,0.20566167,0.04508493,0.07797946,0.1765076,0.17906325,0.14107184,0.08135923,0.19572179,Powerhouse Pale Ale - Mt. Begbie Brewing Co.,Powerhouse Pale Ale
109,3212,Alpha Dog,Yellow Dog Brewing,American Pale Ale (APA),5.5,89.0,Yellow Dog Brewing,British Columbia,Canada,Fall,0.14675698,0.19387223,0.051530495,0.13870962,0.13020119,0.062774815,0.13425311,0.04776243,0.05241755,0.23792511,0.08958247,0.13439144,0.046961147,0.13563876,0.095711835,0.118990846,0.19797935,0.06649437,0.1273754,0.067524105,0.042289753,0.21967395,0.16616726,0.22678614,0.10861405,0.070011415,0.08712266,0.08386863,0.1476475,0.17072324,0.16047946,0.11749683,0.16124503,0.22825316,0.13045347,0.12784658,0.089557216,0.13358551,0.22837777,0.11674821,0.066613056,0.0633253,0.07336361,0.13124682,0.16991992,0.093113735,0.18986197,0.13976473,0.23196626,0.22802648,Alpha Dog - Yellow Dog Brewing,Alpha Dog
110,61918,North Shore Pale Ale,Bridge Brewing Company,American Pale Ale (APA),5.5,83.0,Bridge Brewing Company,British Columbia,Canada,Year-round,0.07239491,0.19905366,0.16789179,0.10634897,0.15609522,0.19939183,0.18502758,0.044154625,0.08883921,0.183523,0.15500216,0.15988052,0.039061807,0.18338929,0.1584233,0.19157228,0.18140659,0.117403194,0.11491925,0.20336784,0.13340448,0.15281229,0.1908432,0.10764343,0.17052582,0.18162243,0.116038136,0.02028125,0.093570076,0.06873057,0.16164055,0.13417347,0.20852888,0.17642994,0.19949217,0.031128494,0.09916411,0.053452272,0.072496966,0.14607002,0.093434386,0.077350855,0.019360801,0.16320905,0.14060697,0.1568891,0.15206285,0.11645909,0.02931735,0.15790698,North Shore Pale Ale - Bridge Brewing Company,North Shore Pale Ale
111,13884,Bowen Island Extra Pale Ale,Bowen Island Brewing Co. Ltd.,American Pale Ale (APA),5.0,79.0,Bowen Island Brewing Co. Ltd.,British Columbia,Canada,Year-round,0.08486631,0.16810429,0.20508891,0.20050283,0.21058628,0.21045522,0.06431313,0.08194323,0.1564153,0.14595108,0.035256796,0.16791038,0.12438947,0.08456762,0.07549107,0.23819649,0.21322908,0.116449006,0.13013045,0.05275509,0.03684768,0.14015923,0.07597635,0.0441023,0.21864769,0.103006005,0.074100286,0.19086087,0.17360899,0.11252282,0.08166572,0.054004624,0.16814068,0.11151305,0.22712067,0.18009576,0.031367533,0.15179396,0.15295261,0.0782373,0.105030306,0.102468126,0.19050807,0.19281074,0.1351752,0.1870817,0.02917434,0.115855046,0.058951277,0.1343429,Bowen Island Extra Pale Ale - Bowen Island Brewing Co. Ltd.,Bowen Island Extra Pale Ale
112,3967,American Pale Ale,Persephone Brewing,American Pale Ale (APA),5.5,88.0,Persephone Brewing,British Columbia,Canada,Year-round,0.09342821,0.15269805,0.124067925,0.0729034,0.17726238,0.122378774,0.17037676,0.19502363,0.20729862,0.21950346,0.071450524,0.12251385,0.06773317,0.13599253,0.15006109,0.17829755,0.03945465,0.13941129,0.17089118,0.16734537,0.048064377,0.028393814,0.22616334,0.13733973,0.06826022,0.07506521,0.11905829,0.20019335,0.10367394,0.18609564,0.08123295,0.17758745,0.12050919,0.13653518,0.11140619,0.20646809,0.1665803,0.17649047,0.062224478,0.14006619,0.13182907,0.13143496,0.14789593,0.11732848,0.08613233,0.10761332,0.15058275,0.2048783,0.12786336,0.06964203,American Pale Ale - Persephone Brewing,American Pale Ale
113,64136,Old Yale Pale Ale,Old Yale Brewing Co.,American Pale Ale (APA),5.0,84.0,Old Yale Brewing Co.,British Columbia,Canada,Year-round,0.13431697,0.2113254,0.13414788,0.16972558,0.15332288,0.12164093,0.14843966,0.049709372,0.20777935,0.089240156,0.090662345,0.1893341,0.18687391,0.18662992,0.12582533,0.24172957,0.14843221,0.022556448,0.23422797,0.044333145,0.14568834,0.118392825,0.04849542,0.10244641,0.116958186,0.22686198,0.10652094,0.030289095,0.18396935,0.03291392,0.030814892,0.17807235,0.04237824,0.039799005,0.15504195,0.074770376,0.17810364,0.21533976,0.11894255,0.18892044,0.22968234,0.08310278,0.122554146,0.06876176,0.07252283,0.22119354,0.018500611,0.029919183,0.0776885,0.11919094,Old Yale Pale Ale - Old Yale Brewing Co.,Old Yale Pale Ale
114,66085,Pale Ale,Four Winds Brewing Co.,American Pale Ale (APA),5.2,87.0,Four Winds Brewing Co.,British Columbia,Canada,Year-round,0.048143838,0.082286246,0.1047226,0.20474455,0.12096893,0.31916124,0.015186504,0.07593601,0.15408432,0.20046987,0.11855726,0.06462461,0.09915407,0.052052394,0.18527372,0.012121705,0.17807297,0.22402327,0.18085834,0.18522625,0.14687946,0.09172803,0.020996304,0.17649525,0.10700178,-0.00836245,0.059938665,0.20939,-0.03824592,0.22426954,0.2208585,0.13773851,-0.046479408,-0.03960006,0.13486873,-0.016252872,0.045240015,0.26363707,0.22452374,0.064113095,0.0979042,-0.05041177,0.08353018,0.14938308,-0.04628049,0.30533615,0.032718793,0.0761694,0.004181358,0.07387315,Pale Ale - Four Winds Brewing Co.,Pale Ale
115,13252,Bootlegger Ale,Prohibition Brewing Company,American Pale Ale (APA),5.5,81.0,Prohibition Brewing Company,British Columbia,Canada,Year-round,0.15395917,0.001318685,-0.031600095,0.16702385,0.22539762,0.04473799,0.122566216,0.045357578,0.18014911,0.060211353,-0.030708348,0.072594784,0.039445203,0.14694442,0.26277298,0.109737135,0.14826907,0.18599431,0.21567617,0.025083672,0.032112483,0.08273124,0.050328214,0.03575755,0.07073754,0.15570693,-0.034913275,0.050794456,0.2910595,0.2063855,0.04551469,0.14240043,0.26671568,0.1577452,0.20736445,0.088247366,-0.0020181683,0.10541678,0.03633906,0.17176199,0.24367832,0.15396206,0.09766154,0.04188648,0.105929695,0.19427319,0.19664524,0.24146493,0.016985102,0.059275962,Bootlegger Ale - Prohibition Brewing Company,Bootlegger Ale
116,92749,Tuff Session Ale,Tofino Brewing Company,American Pale Ale (APA),5.0,83.0,Tofino Brewing Company,British Columbia,Canada,Year-round,0.11264506,0.0012891244,0.07759938,0.052770488,0.19970517,0.16234338,0.08554422,0.12616803,0.2483508,0.20660898,0.093073376,0.10092133,0.21806817,0.21509062,0.012771846,0.04029913,0.20630893,0.016270017,0.090697765,0.25520763,0.21818976,0.1362763,0.01624735,0.25020543,0.16735089,0.06572134,0.17424841,0.106689684,0.045414366,0.10722642,0.18509668,0.05295969,0.08276185,0.1256372,0.20271222,0.04808642,0.004693333,0.19798833,0.07428954,0.018721469,0.023015035,0.004248109,0.2503442,0.15692663,0.2120265,0.17706913,0.039805397,0.04442302,0.07034797,0.12842987,Tuff Session Ale - Tofino Brewing Company,Tuff Session Ale
117,24205,Dat Juice,Twin Sails Brewing,American Pale Ale (APA),5.2,87.0,Twin Sails Brewing,British Columbia,Canada,Rotating,0.2467567,0.1072942,0.076134294,0.06336263,0.11593993,0.14592819,-0.010557272,0.056418743,0.18072595,0.06711364,0.24154636,0.04455233,0.13944012,0.1516172,0.10723945,0.001311018,0.028191602,0.11921359,0.08304305,0.21526136,0.16312921,0.2574994,0.12275148,0.18562293,0.21486549,0.088569075,0.057415225,0.10807637,0.02917015,0.10243013,0.19328628,0.22722073,0.011694197,0.23789555,0.14689438,0.010011462,0.09362763,0.23810312,0.027183745,0.12706345,0.10028242,-0.009358329,0.16063628,0.10141502,0.23821202,0.030459842,0.14110625,0.045353364,0.23166917,0.089603566,Dat Juice - Twin Sails Brewing,Dat Juice
118,96603,West Coast Pale Ale,Postmark Brewing,American Pale Ale (APA),4.6,83.0,Postmark Brewing,British Columbia,Canada,Year-round,0.054155838,0.17906928,0.21581493,0.24387337,0.17860329,0.1731955,0.03685749,0.08810511,0.035781812,0.16593392,0.23422217,0.14137788,0.10800258,0.19195531,0.056177367,0.21739972,0.039307375,0.23303457,0.07683058,0.16875237,0.07331507,0.13820484,0.103687145,0.15635398,0.21326254,0.033730987,0.10202813,0.15553957,0.08322398,0.15179837,0.10176827,0.047467515,0.087668255,0.10492975,0.057946753,0.10242943,0.099645816,0.1488293,0.09020147,0.16339786,0.18072861,0.07518705,0.077072725,0.09027194,0.18105881,0.23241484,0.11890696,0.17043288,0.13000692,0.113517135,West Coast Pale Ale - Postmark Brewing,West Coast Pale Ale
119,98644,Wolf Vine Wet Hopped Pale Ale,Hoyne Brewing Co.,American Pale Ale (APA),5.3,86.0,Hoyne Brewing Co.,British Columbia,Canada,Rotating,0.10684245,0.07136328,0.13720705,0.22710939,0.21470417,0.059659854,0.18071249,0.11825758,0.05598006,0.22467901,0.019444073,0.22868557,0.19834842,0.017316345,0.08140853,0.17898846,0.14025262,0.1873645,0.004295766,0.021271296,0.15880515,0.009356067,0.2287426,0.12983334,0.10142471,0.16645548,0.20995502,0.1736382,0.22458285,0.14897558,0.012276765,0.15341452,0.13009004,0.23360929,0.18962336,0.10461239,0.009155035,0.07036559,0.10185988,0.11037486,0.00018515156,0.13159917,0.117273696,0.15417367,0.002837805,0.14066672,0.0956483,0.18146971,0.059477303,0.087585196,Wolf Vine Wet Hopped Pale Ale - Hoyne Brewing Co.,Wolf Vine Wet Hopped Pale Ale
120,63071,Ode To Citra,Powell Street Craft Brewery,American Pale Ale (APA),5.5,87.0,Powell Street Craft Brewery,British Columbia,Canada,Rotating,0.14924592,-0.009875375,0.23351307,0.19954711,0.05522233,0.10304049,-0.0764576,0.21274295,0.07492125,0.0929491,0.13627243,0.21034601,0.020437649,0.19312227,0.07183552,0.019053798,0.13367203,0.18591127,-0.04497804,0.24438071,0.15717556,0.13225824,0.19791412,0.024828728,0.0088254055,0.01081376,-0.019088736,0.09089595,0.17482585,0.1655049,0.23851083,0.096053384,0.24862024,0.087300025,0.111117005,0.02657544,0.043536585,0.07715146,-0.046681166,0.16861798,0.030243315,0.045121647,0.20490225,0.14732271,0.2873728,0.10962215,0.11647344,0.20618287,0.14094484,0.104999185,Ode To Citra - Powell Street Craft Brewery,Ode To Citra
121,66863,Passive Aggressive,Brassneck Brewery,American Pale Ale (APA),7.0,88.0,Brassneck Brewery,British Columbia,Canada,Rotating,0.037926167,0.23172778,0.13800251,0.21242924,0.14957099,0.08143995,0.17620565,0.17829746,0.13385923,0.1555966,0.028467814,0.19752696,0.11502358,0.07826065,0.022727543,0.053781018,0.046577346,0.22448534,0.2030213,0.06301801,0.17234151,0.1667576,0.048097726,0.14907525,0.23041755,0.110672876,0.15451482,0.14351556,0.132548,0.17280838,0.087519884,0.20771404,0.13034368,0.09008242,0.067424625,0.104987904,0.1119045,0.053198505,0.09431247,0.21388754,0.1748993,0.013824912,0.023470314,0.08500539,0.2343963,0.08141915,0.08955144,0.22072746,0.059439823,0.15878743,Passive Aggressive - Brassneck Brewery,Passive Aggressive
122,87835,Tasman Pale Ale,Lighthouse Brewing Company,American Pale Ale (APA),5.0,85.0,Lighthouse Brewing Company,British Columbia,Canada,Year-round,0.20128578,0.034755167,0.097886376,0.026674319,0.11116809,0.013753063,0.16576879,0.21051414,0.1549538,0.08883321,0.19370705,0.1308406,0.19104107,0.21362957,0.102924995,0.08108787,0.11119284,0.15216765,0.077647105,0.03327008,0.057906892,0.14886306,0.077482685,0.14667322,0.17892946,0.19949017,0.15568602,0.11297012,0.17219488,0.12724596,0.19190395,0.21620807,0.15008464,0.060784448,0.089652106,0.104693376,0.14452587,0.11729438,0.22213273,0.21643725,0.12518065,0.10623575,0.15519601,0.16388474,0.059341554,0.21338601,0.12825565,0.07799884,0.052381653,0.12488271,Tasman Pale Ale - Lighthouse Brewing Company,Tasman Pale Ale
123,18266,Chase My Tail Pale Ale,Yellow Dog Brewing,American Pale Ale (APA),5.2,85.0,Yellow Dog Brewing,British Columbia,Canada,Year-round,0.20261773,0.0727979,0.17089216,0.109965295,0.048632868,0.03833359,0.25485885,0.19331893,0.0900052,0.19424792,0.13052759,0.19430277,0.0857401,0.12976171,0.084991984,0.031277653,0.03661968,0.23674469,0.13141367,0.08752853,0.24483396,0.03967703,0.20432234,0.10364025,0.12852307,0.1755164,0.2194091,0.129827,0.058702365,0.18036562,0.061002523,0.22282597,0.024372123,0.22004901,0.08934209,0.05973486,0.15812647,0.19580196,0.15123102,0.17232612,0.071102105,0.043467518,0.030322928,0.04750049,0.036243238,0.15528138,0.042022415,0.11005572,0.1960902,0.104049586,Chase My Tail Pale Ale - Yellow Dog Brewing,Chase My Tail Pale Ale
124,27172,Down Easy Pale Ale,Hoyne Brewing Co.,American Pale Ale (APA),5.2,82.0,Hoyne Brewing Co.,British Columbia,Canada,Year-round,0.10849505,0.22240104,-0.04357413,0.15758651,0.09109096,-0.023124998,0.049730726,0.066347174,-0.08101527,0.14769554,0.13800833,0.01032357,-0.06480721,-0.004895019,0.21054888,0.05282881,0.21698613,-0.027738728,0.04573781,0.1527212,-0.038658746,-0.07491981,0.29246596,-0.006910998,0.10484034,0.17751972,-0.08853633,0.20282218,0.14828399,0.24282582,0.16474968,0.0014827552,0.24561913,0.16885091,-0.0775794,0.27397045,0.23708202,0.26170263,0.19786398,0.19475769,0.0056616995,-0.050154515,-0.082091995,0.07937098,0.0032825423,0.18451159,-0.062563725,-0.05955867,0.042037196,0.03672875,Down Easy Pale Ale - Hoyne Brewing Co.,Down Easy Pale Ale
125,79821,Short Wave,Phillips Brewing Company,American Pale Ale (APA),5.0,84.0,Phillips Brewing Company,British Columbia,Canada,Year-round,0.052029274,0.1914733,0.15735771,0.11670883,0.13990438,0.113599904,0.16303594,0.17674443,0.18962888,0.1356752,0.016582146,0.08093714,0.15492298,0.20913292,0.027008656,0.13992216,0.1648608,0.14015904,0.12626876,0.16056171,0.11458996,0.1310387,0.16353731,0.07600621,0.089973554,0.20528248,0.10899015,0.17227149,0.14875486,0.14272611,0.21386129,0.20095932,0.08009667,0.20088366,0.15254712,0.054160364,0.16422486,0.14156507,0.09998114,0.1954437,0.13397422,0.08256314,0.08869152,0.1431324,0.16638346,0.18685587,0.13920242,0.038006164,0.058203943,0.053141735,Short Wave - Phillips Brewing Company,Short Wave
126,60936,New Growth Pale Ale,Driftwood Brewery,American Pale Ale (APA),5.0,87.0,Driftwood Brewery,British Columbia,Canada,Year-round,0.1580353,0.07064047,0.108546816,0.056452826,0.18333922,0.041295417,0.1086788,0.22951691,0.04049854,0.15987372,0.098966986,0.073961355,0.23286699,0.07951252,0.050102033,0.12023375,0.068544745,0.07292001,0.050831508,0.078070655,0.24512663,0.10512575,0.078035355,0.06825526,0.04280428,0.22371611,0.11806293,0.17254654,0.05816318,0.0720245,0.060229596,0.1580638,0.1602418,0.11055538,0.097911336,0.15288602,0.13969071,0.09641145,0.16088113,0.23397894,0.2492559,0.2466746,0.06380785,0.24210897,0.11145349,0.04543826,0.22879086,0.120609514,0.20037322,0.120127544,New Growth Pale Ale - Driftwood Brewery,New Growth Pale Ale
127,49745,Kokanee Glacier Beer,Columbia Brewery,American Adjunct Lager,5.0,66.0,Columbia Brewery,British Columbia,Canada,Year-round,0.08253503,0.1413994,0.0843861,0.16944717,0.06533065,0.18370013,0.0824353,0.19202594,0.06488648,0.21074302,0.18577017,0.18919207,0.16624688,0.2017675,0.13080788,0.12649453,0.038492262,0.03527143,0.21852641,0.19760233,0.115315504,0.17091516,0.1023274,0.078466564,0.16136043,0.11820989,0.17626654,0.14800744,0.08942201,0.07912995,0.12993462,0.10618034,0.041998222,0.17950168,0.085342266,0.21065399,0.0844939,0.1208027,0.10946265,0.1644584,0.12917538,0.06984527,0.19286291,0.10680445,0.17077471,0.110326245,0.17873628,0.14401641,0.03436216,0.19861713,Kokanee Glacier Beer - Columbia Brewery,Kokanee Glacier Beer
128,49744,Kokanee,Columbia Brewery,American Adjunct Lager,5.0,63.0,Columbia Brewery,British Columbia,Canada,Year-round,0.086743705,0.14314204,0.2292972,0.17888899,0.20101333,0.082388215,0.14974414,0.23692966,0.09166172,0.11737145,0.19711024,0.0799122,0.18579383,0.25160947,0.17110258,0.22254093,0.029053219,0.1408166,0.045620583,0.105086245,0.19135323,0.047737654,0.06645317,0.03342144,0.097429015,0.11766832,0.049154464,0.1760728,0.09796266,0.018656163,0.08231082,0.09369621,0.10679054,0.08878049,0.080720045,0.03507116,0.04237055,0.09857322,0.10027197,0.17423567,0.22992808,0.0995513,0.0358962,0.065654166,0.14188209,0.05475127,0.12474809,0.23741086,0.24782065,0.23092872,Kokanee - Columbia Brewery,Kokanee
129,27936,Dude,Pacific Western Brewing Company,American Adjunct Lager,5.0,66.0,Pacific Western Brewing Company,British Columbia,Canada,Year-round,0.13036539,0.17935617,0.0379305,0.19508113,0.09540833,0.10276203,0.039090425,0.121341765,0.14531222,0.1434182,0.1634533,0.11347839,0.039069287,0.072548024,0.12505057,0.14844376,0.11677785,0.22669625,0.15076616,0.065492876,0.13717751,0.12973006,0.2420658,0.058000028,0.20008923,0.08875888,0.13168903,0.030970462,0.1952814,0.05833578,0.081492536,0.07258583,0.0785109,0.15791306,0.14197141,0.08547949,0.06995871,0.12615277,0.13486321,0.23481423,0.21379128,0.114180855,0.07739107,0.14243972,0.21007043,0.19237725,0.1836318,0.050246835,0.18397592,0.22674978,Dude - Pacific Western Brewing Company,Dude
130,91573,Traditional BC Lager Beer,Pacific Western Brewing Company,American Adjunct Lager,5.0,85.1754072225242,Pacific Western Brewing Company,British Columbia,Canada,Year-round,0.15211855,0.18381177,0.21869406,0.07762863,0.2273554,0.0765579,0.034321845,0.08855442,0.13455373,0.12517019,0.019059697,0.1842299,0.06631299,0.1465405,0.18209153,0.17222385,0.10142521,0.2057268,0.09603515,0.22957629,0.022780959,0.064851396,0.14067906,0.23375654,0.060945895,0.08329285,0.06958454,0.09089728,0.23789163,0.15449509,0.06281312,0.09312148,0.056346077,0.08378226,0.21363112,0.070667125,0.15567319,0.20577112,0.17534631,0.176143,0.14467089,0.09223654,0.07056533,0.15222317,0.09354431,0.067829885,0.099617004,0.11172251,0.17120615,0.20861338,Traditional BC Lager Beer - Pacific Western Brewing Company,Traditional BC Lager Beer
131,60309,Nat Bailey Lager,Granville Island Brewery,American Adjunct Lager,5.0,85.1754072225242,Granville Island Brewery,British Columbia,Canada,Year-round,0.19863376,0.25253627,0.18573162,0.17557946,0.10608089,0.09900458,0.18823583,0.19193281,0.07127787,0.18723534,0.072330505,0.21964583,0.07175729,0.11880386,0.15095176,0.16086972,0.1904302,0.16345939,0.060784567,0.12973697,0.049644936,0.054776046,0.119749375,0.01057101,0.1957171,0.075244695,0.18297142,0.06580324,0.18380705,0.059290696,0.060868204,0.03717373,0.123994365,0.19219838,0.10047489,0.09700662,-0.012965315,0.15551682,0.06770067,0.022944951,0.21640329,-0.0047939527,0.040858876,0.20050168,0.118340805,0.23098524,0.20653838,0.043026365,0.1210555,0.18016253,Nat Bailey Lager - Granville Island Brewery,Nat Bailey Lager
132,15528,Buckshot Lager,Pacific Western Brewing Company,American Adjunct Lager,6.4,85.1754072225242,Pacific Western Brewing Company,British Columbia,Canada,Rotating,-0.021135887,-0.0074740993,0.14620139,0.062003706,0.1376202,0.19745368,0.11998314,0.10682212,0.0816077,0.07440221,0.19767901,0.065260224,0.22238451,0.08751886,-0.012557006,-0.03169666,0.16513973,0.20228481,0.17269568,0.1979045,0.21499076,0.03225114,0.24704218,0.05635815,0.18408187,0.17808154,0.08602233,0.21492992,0.10547995,0.2291455,0.047919646,0.22329386,-0.021414781,0.08134596,0.08621771,0.22194901,0.17784922,-0.016138976,0.054479867,0.100601636,0.2537125,0.118940964,-0.028681848,0.14228562,-0.008186948,-0.04564384,0.1787221,0.22330633,0.017830692,0.022216894,Buckshot Lager - Pacific Western Brewing Company,Buckshot Lager
133,13381,Boss Beer,Bowen Island Brewing Co. Ltd.,American Adjunct Lager,5.0,85.1754072225242,Bowen Island Brewing Co. Ltd.,British Columbia,Canada,Year-round,0.07236991,0.17546076,0.049952302,0.044403855,0.16647081,0.08497661,0.075756945,0.23136331,0.15415628,0.060225375,0.16317578,0.10021689,0.051888917,0.10031233,0.14329346,0.19382007,0.20016637,0.08769687,0.16670963,0.13500968,0.19301943,0.08753969,0.19032238,0.078497685,0.07494068,0.2229229,0.16679709,0.09321492,0.20413955,0.0906606,0.12653124,0.0897814,0.0759786,0.17207874,0.11710407,0.104856946,0.1827128,0.058318198,0.18306793,0.120053135,0.07127218,0.16101873,0.06072242,0.18008804,0.11410659,0.22368574,0.15269457,0.12743728,0.21852702,0.14571142,Boss Beer - Bowen Island Brewing Co. Ltd.,Boss Beer
134,33085,Forager Gluten Free Lager,Whistler Brewing Company,American Adjunct Lager,5.0,85.1754072225242,Whistler Brewing Company,British Columbia,Canada,Year-round,0.07339935,0.09699672,0.1259351,0.15017927,0.05348041,0.18007551,0.1069305,0.050784413,0.17508279,0.20650572,0.23023936,0.2312303,0.055179793,0.045555405,0.1387279,0.2298005,0.08003364,0.05467766,0.16951285,0.050926883,0.10301055,0.083389394,0.17356472,0.15177456,0.19801101,0.06671451,0.111541465,0.06412549,0.044737287,0.12900455,0.21196263,0.057256017,0.1187468,0.114897266,0.06752857,0.12125045,0.14732823,0.10464912,0.2234448,0.12928563,0.11245551,0.20422879,0.06416657,0.22999066,0.14110966,0.2007861,0.18134205,0.19787933,0.07074787,0.08673835,Forager Gluten Free Lager - Whistler Brewing Company,Forager Gluten Free Lager
